claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
IN sun_care retail_price,2400.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/dr-jart-every-sun-day-ultra-sheer-priming-sunscreen-stick-spf-30-with-hyaluronic-acid/p/20713475?productId=20713475&pps=15,2026-08-09,HIGH,[PREMIUM-SKIN] Dr Jart Every Sun Day Ultra Sheer Priming Sunscreen Stick Spf 30 With Hyaluronic Acid - Nykaa. LIST Rs2400 (=US$24.94 at 96.23 INR/USD pinned 2026-07-21); STREET Rs960 on 2026-08-09 (60.0% off list). Brand group: korean (Dr.Jart+). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2399.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/mixsoon-bean-sunstick-invisible-spf50-pa-with-fermented-bean-extract/p/20681575?productId=20681575&pps=13,2026-08-09,HIGH,[PREMIUM-SKIN] Mixsoon Bean Sunstick Invisible Spf50 Pa With Fermented Bean Extract - Nykaa. LIST Rs2399 (=US$24.93 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1200 on 2026-08-09 (50.0% off list). Brand group: korean (Mixsoon). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2399.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/mixsoon-centella-sun-cream-50-g-7603122,2026-08-09,HIGH,[PREMIUM-SKIN] Mixsoon Centella Sun Cream (50 g) - Tira. LIST Rs2399 (=US$24.93 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2039 on 2026-08-09 (15.0% off list). Brand group: korean (Mixsoon). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2399.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/mixsoon-korean-centella-sun-cream/p/20681554?productId=20681554&pps=12,2026-08-09,HIGH,[PREMIUM-SKIN] Mixsoon Korean Centella Sun Cream - Nykaa. LIST Rs2399 (=US$24.93 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2039 on 2026-08-09 (15.0% off list). Brand group: korean (Mixsoon). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2399.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/round-lab1025-dokdo-sunscreen/p/19410626?productId=19410626&pps=9,2026-08-09,HIGH,[PREMIUM-SKIN] Round Lab1025 Dokdo Sunscreen - Nykaa. LIST Rs2399 (=US$24.93 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1919 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2399.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/thank-you-farmer-sun-project-silky-calming-sun-stick-spf50-pa/p/4320901?productId=4320901&pps=47,2026-08-09,HIGH,[PREMIUM-SKIN] Thank You Farmer Sun Project Silky Calming Sun Stick Spf50 Pa - Nykaa. LIST Rs2399 (=US$24.93 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2039 on 2026-08-09 (15.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2249.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/bioderma-photoderm-xdefense-ultra-fluid-spf-50-tinted-sunscreen-pa-40-g-11401700,2026-08-09,HIGH,[PREMIUM-SKIN] Bioderma Photoderm XDefense Ultra-Fluid SPF 50+ Tinted Sunscreen PA ++++ (40 ml) - Tira. LIST Rs2249 (=US$23.37 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2249 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Bioderma). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2249.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/bioderma-photoderm-xdefense-ultra-fluid-spf-50-tinted-sunscreen-pa/p/26819981?productId=26819981&pps=5,2026-08-09,HIGH,[PREMIUM-SKIN] Bioderma Photoderm Xdefense Ultra-Fluid SPF 50+ Tinted Sunscreen PA ++++ - Nykaa. LIST Rs2249 (=US$23.37 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2249 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Bioderma). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2199.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/skin1004-madagascar-centella-air-fit-suncream-light/p/18377182?productId=18377182&pps=25,2026-08-09,HIGH,[PREMIUM-SKIN] Skin1004 Madagascar Centella Air-Fit Suncream Light SPF 30 - Nykaa. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1759 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2159.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/thank-you-farmer-sun-project-water-sun-cream-spf50-pa/p/4320896?productId=4320896&pps=44,2026-08-09,HIGH,"[PREMIUM-SKIN] Thank You Farmer Korean Hyaluronic Water Sunscreen SPF50+ PA+++ - Non-Sticky, for Normal/Dry skin - Nykaa. LIST Rs2159 (=US$22.44 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1835 on 2026-08-09 (15.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN sun_care retail_price,2100.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/cosrx-airy-light-invisible-sun-stick-spf-50-pa/p/23264582?productId=23264582&pps=16,2026-08-09,HIGH,[PREMIUM-SKIN] COSRX Airy-Light Invisible Sun Stick SPF 50+ PA++++ - Nykaa. LIST Rs2100 (=US$21.82 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1575 on 2026-08-09 (25.0% off list). Brand group: korean (COSRX). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2099.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/skin1004-madagascar-centella-tone-brightening-tone-up-sunscreen/p/18377193?productId=18377193&pps=17,2026-08-09,HIGH,[PREMIUM-SKIN] Skin1004 Madagascar Centella Tone Brightening Tone-Up Sunscreen - Nykaa. LIST Rs2099 (=US$21.81 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1679 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2000.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/d-alba-waterfull-essence-sun-cream-spf-50-pa/p/19917663?productId=19917663&pps=49,2026-08-09,HIGH,[PREMIUM-SKIN] D Alba Waterfull Essence Sun Cream Spf 50 Pa - Nykaa. LIST Rs2000 (=US$20.78 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1600 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2000.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/torriden-dive-in-spf-50-pa-moisture-sun-cream/p/17082069?productId=17082069&pps=23,2026-08-09,HIGH,[PREMIUM-SKIN] Torriden Dive In Moisture Sun Cream Spf+ Pa++++ - Nykaa. LIST Rs2000 (=US$20.78 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1800 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2000.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/d-alba-waterfull-tone-up-sun-cream-spf-50-pa/p/19917665?productId=19917665&pps=5,2026-08-09,HIGH,"[PREMIUM-SKIN] d'Alba piedmont Waterfull Tone-Up Sunscreen, Vegan, Tinted Moisturizer, SPF 50+ PA++++, Glowy - Nykaa. LIST Rs2000 (=US$20.78 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1600 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN sun_care retail_price,1999.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/bioderma-photoderm-max-aquafluide-spf-50-teinte-claire-light-shade/p/278741?productId=278741&pps=18,2026-08-09,HIGH,[PREMIUM-SKIN] Bioderma Photoderm Max Aquafluide Spf 50 Teinte Claire Light Shade - Nykaa. LIST Rs1999 (=US$20.77 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1799 on 2026-08-09 (10.0% off list). Brand group: other_foreign (Bioderma). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1999.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/skin1004-madagascar-centella-hyalu-cica-water-fit-spf-50-pa-sun-serum-50ml-7591109,2026-08-09,HIGH,[PREMIUM-SKIN] SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit SPF 50+ PA++++ Sun Serum (50ml) - Tira. LIST Rs1999 (=US$20.77 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1899 on 2026-08-09 (5.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1999.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum/p/18377209?productId=18377209&skuId=18377157&pps=52,2026-08-09,HIGH,[PREMIUM-SKIN] Skin1004 Madagascar Centella Hyalu Cica Water Fit Sun Serum - Nykaa. LIST Rs1999 (=US$20.77 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1599 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1980.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/haru-haru-wonder-black-rice-moisture-airyfit-daily-sunscreen-unscented-50-ml-7600727,2026-08-09,HIGH,[PREMIUM-SKIN] Haruharu wonder Black Rice Moisture Airyfit Daily Sunscreen Unscented (50 ml) - Tira. LIST Rs1980 (=US$20.58 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1980 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1950.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/dr-jart-cicapair-tiger-grass-color-correcting-treatment-spf-22-pa-15-ml-7617639,2026-08-09,HIGH,[PREMIUM-SKIN] Dr.Jart+ Cicapair Tiger Grass Color Correcting Treatment SPF 22 PA++ (15 ml) - Tira. LIST Rs1950 (=US$20.26 at 96.23 INR/USD pinned 2026-07-21); STREET Rs780 on 2026-08-09 (60.0% off list). Brand group: korean (Dr.Jart+). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1950.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/la-roche-posay-mela-b3-spf-30-anti-dark-spots-moisturiser-broad-spectrum-sunscreen-with-melasyl/p/23326356?productId=23326356&pps=9,2026-08-09,HIGH,[PREMIUM-SKIN] La Roche Posay Mela B3 Spf 30 Anti Dark Spots Moisturiser Broad Spectrum Sunscreen With Melasyl - Nykaa. LIST Rs1950 (=US$20.26 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1950 on 2026-08-09 (0.0% off list). Brand group: other_foreign (La Roche-Posay). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1949.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/bioderma-photoderm-aquafluide-sunscreen-spf-100-claire-uva-protection-40ml-7569609,2026-08-09,HIGH,"[PREMIUM-SKIN] Bioderma Photoderm Fluide Max SPF 100 PA++++ Tinted Sunscreen for Sensitive Skin, In Vivo Tested (40ml) - Tira. LIST Rs1949 (=US$20.25 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1656 on 2026-08-09 (15.0% off list). Brand group: other_foreign (Bioderma). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN sun_care retail_price,1900.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/anua-heartleaf-silky-moisture-sun-cream/p/20736531?productId=20736531&pps=46,2026-08-09,HIGH,[PREMIUM-SKIN] Anua Heartleaf Silky Moisture Sun Cream - Nykaa. LIST Rs1900 (=US$19.74 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1710 on 2026-08-09 (10.0% off list). Brand group: korean (Anua). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1890.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/beauty-of-joseon-ginseng-moist-sun-serum/p/12370857?productId=12370857&pps=26,2026-08-09,HIGH,[PREMIUM-SKIN] Beauty Of Joseon Ginseng Moist Sunscreen Serum - Nykaa. LIST Rs1890 (=US$19.64 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1890 on 2026-08-09 (0.0% off list). Brand group: korean (Beauty of Joseon). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1799.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/miduty-dermal-sun-protect-50-100percent-chemical-free-tinted-mineral-spf-50-pa/p/22196220?productId=22196220&pps=60,2026-08-09,HIGH,[PREMIUM-SKIN] Miduty Dermal Sun Protect 50 100percent Chemical Free Tinted Mineral Spf 50 Pa - Nykaa. LIST Rs1799 (=US$18.69 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1799 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1799.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/mixsoon-bean-sun-serum-50-ml-15634175,2026-08-09,HIGH,[PREMIUM-SKIN] Mixsoon Bean Sun Serum (50 ml) - Tira. LIST Rs1799 (=US$18.69 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1529 on 2026-08-09 (15.0% off list). Brand group: korean (Mixsoon). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1750.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/anua-zero-cast-moisturizing-finish-sunscreen-k-pop-demon-hunters-special-edition/p/26636056?productId=26636056&pps=42,2026-08-09,HIGH,[PREMIUM-SKIN] Anua Zero-Cast Moisturizing Finish Sunscreen - K-Pop Demon Hunters Special Edition - Nykaa. LIST Rs1750 (=US$18.19 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1575 on 2026-08-09 (10.0% off list). Brand group: korean (Anua). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1750.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/anua-zero-cast-moisturizing-finish-sunscreen-spf50-pa/p/25047830?productId=25047830&pps=16,2026-08-09,HIGH,[PREMIUM-SKIN] Anua Zero-Cast Moisturizing Finish Sunscreen SPF50+ PA++++ - Nykaa. LIST Rs1750 (=US$18.19 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1313 on 2026-08-09 (25.0% off list). Brand group: korean (Anua). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1750.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/anua-zero-cast-moisturizing-finish-sunscreen-spf50-pa-50-ml-15352786,2026-08-09,HIGH,[PREMIUM-SKIN] Anua Zero-Cast Moisturizing Finish Sunscreen SPF50+ PA++++ (50 ml) - Tira. LIST Rs1750 (=US$18.19 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1575 on 2026-08-09 (10.0% off list). Brand group: korean (Anua). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,1750.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/dr-althea-green-tea-fresh-sunscreen/p/21317412?productId=21317412&pps=48,2026-08-09,HIGH,[PREMIUM-SKIN] Dr Althea Green Tea Fresh Sunscreen - Nykaa. LIST Rs1750 (=US$18.19 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1750 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
